comments,label
❤️❤️❤️❤️❤️❤️❤️❤️,1
😍😍,1
🤍🧸🤎🍯🤍🧸🤎🍯🤍🧸🤎🍯🤍,1
🐤🐤🐤,1
🙌,1
🤍,1
Handsome 🔥❤️,1
건님 8월 파이팅욥 ❤️‍🔥,1
손이쁘네,1
Beautiful 🤍,1
Bugünlük bu kadar tatlı yeter arkadaşlar hadi evinize 🖐,1
Looking sharp! Cool top and styling! Excellent photos!,1
8월 팅 🙌,1
실물내놔😮‍💨,1
Hmm Hm 🔥,1
Soft and simple 🌸,1
분위기가 정말 멋지셔요✨✨ 저는 아직 한참 모자란 듯 합니다.. 멋지신 분들 많이많이 보면서 더 노력해야겠어요🤣🤣🤣 피드 잘 봤습니다!! 멋진 ss시즌 보내시길 바랍니다🔥🔥,1
Oh lá em casa comigo 🙈❤️,1
"3번째 사진이, 특히 아름답다. 몸에 움직임이 있고, 상의와 바지의 밸런스, 섬세한 손끝과 반지, 매우 멋집니다.",1
very handsome🫠🩷🌸💋🫰,1
더워도 금손은 여전하네요😍,1
힙합 스타일 넘 멋지고 좋아요😍,1
"승배님 그림실력좀 빌려(?)주세요(?),,🫠",1
🙌🙌,1
👍👍👍,1
👏👏,1
남편에게 입히고 싶은~ 스타일이네용 ㅋㅋ,1
데일리룩으로 예뻐보여요 ㅎㅎ,1
집웨어 데일리룩 정보 감사합니다.,1
🧺,1
🎧,1
respect🥹,1
Idk but im really want to be your fans😌❤️,1
요즘 날씨가 진짜 좀만 걸어도 땀이 나서 집에만 있고 싶어요🥹🫠🫠,1
진짜 옷도 이쁘고 모델도 너무 이쁘자나…🥺🖤,1
코디 너무 좋아용🤭,1
"진짜 너무 더워서 나가고 싶지가 않네요,,,,옷 조화가 넘 쪼아욥👏",1
머엉~,0
멍멍 시루도 짖엉,1
눈이 워낙 크고 똘망똘망 하니까 화장 자연스럽게 하는게 더 잘어울릴꺼 같아요,1
🐤,1
How do you post with that down there,1
모야 야스히로 초 기엽자나요,1
❤️🙌,1
🔥🔥🔥,1
Amk bunlar gibileri cvp bile vermiyor insanlara 😌 görende insan değiliz sanki,1
후드집업이랑 반바지는 안파나요‽,1
500장 검사 하겠습니다,1
신발 🔥헉 탐난다,1
❤️❤️❤️❤️❤️❤️❤️,1
🙌,1
Hey DM me❗️,1
love it,1
얼만가요??,1
😍😍😍😍😍😍🇧🇷,1
Big boy,1
How cute 💚,1
Wow ❤️,1
So cute and handsome baby🔥❤️,1
아름다운❤️,1
❤️,1
🥰🥰🥰🥰🥰🥰,1
얼굴이 어떻게 저리 딱 떨어지지...확신의 조각상,1
😍,1
🙌,1
❤️,1
-,1
눈을 뜨고 주무시네요,1
The last photo is the best one haha😆😎👌🏼,1
🔥,1
주말도 엄청덥네영😍,1
스커트 넘 취저인데요... ❤️😍❤️,1
😍😍,1
여름 끝나라🔥,1
으앙 핑크볼캡 왜 이렇게 잘어울리시나요오😖💖🙊,1
핫핑크모자 핫하다구요🔥👏,1
오션뷰에 핑크모자 너무 힙하다..🔥,1
핑쿠 포인트 놓칠수 없져🙌,1
여름 언제 끝나..🫠 모자 포인트 컬러 넘 이쁘네요💕 데일리로 입기 넘 좋은 티까지~~~,1
너무 귀여운 티셔츠에 핑쿠 볼캡까지 완전 체고자나!!😻❤️ 역시 남자는 핑쿠지~~💖💖,1
예쁜 여름코디에 볼캡 포인트 좋네요😍,1
바이젝 두툼하고 핏도 좋죠 👍👍,1
"이제곧 여름이 끝나길 기원하며,,,🔥코디에 핑크색 모자 포인트로 넘 예쁘네용😮",1
핑크핑크~!! 남자는 핑크!!🩷,1
남자는 핑쿠죠!!!!!!!!🔥🔥😊,1
오버핏이라 짱짱하면서도 여유로운 실루엣과 어두운 상의와 대비되는 톤에 밝은 모자를 가져가는 연쨩의 코디 센스 넘 조쿠욘🥹💕,1
핑크볼캡 넘 찰떡🥹👏👏,1
핑쿠 볼캡에 티셔츠 데님 팬츠까지 😍😍 여름은 싫은데 연이님 여름 코디는 좋아요❤️,1
🪸,1
커플룩으론 딱이죠?😁,1
이제 근본이 되버린 C로고네요,1
바쁘다 바빠..😂,1
상의 잘 어울리세여🙌,1
노랑 노랑~~~~💫,1
노랭이다,1
🔥🔥🔥,1
얼른 선선한 가을이 오면 좋겠네용💛😢,1
👏,1
ㄷ..,1
잘 놀구 왔나 부네👏👏,1
저두데리구가여😢,1
내표정 🥲🥲🥲🥲,1
너무해 ㅜㅜ,1
꿀떨어지네🔥🔥,1
🤢,1
이 사진 보내기👉,1
이 사진 보내기👉,1
🎢,1
오오오 바지 완전 간지나네요 흔치않은 스타일 같아요🔥,1
바지 디자인이나 핏이 너무 이뻐요!!,1
코디 매치가 너무 좋은데요? 꿀조합👍🏻,1
코디이뻐요 👏👏🔥,1
바지 문의여~~~오디꼰가여,1
보9싶,1
😂🤭🤩 friend 😁,1
🐒,1
까만콩을 너무 귀엽게 찍으셨네요! 😍❤️ 백패킹과 캠핑에 대한 정보가 궁금해요. 다음 게시물도 기대할게요! 👀🌲  #자연주의,1
#남녀공용 #likeforlikes #likeforfollow #캠핑음식 #미즈캠 #캠퍼 #캠핑 #캠핑룩 #미즈캠퍼 #stanley #루즈핏 #오버핏 #ootd #instagram #camping #10살 #7살 #형제스타그램 #아동복 #여름옷 #커플 #럽스타그램 #오오티디 #고프로히어로7블랙 #camper #미니쿠퍼3도어 #툴레가로바,1
내 눈엔 제일 몸 좋아보여 최고야 💖,1
🙌,1
6시넘어 가니 안계시더라는🙃 곧..뵈요 사장님~~ 맛집꺼.. 햄버거빵 사갔었는디 😅(feat.고려빵제과점 ㅎ곧 다시갈께요!),1
잘생겼네 광선이~,1
🔥,1
💐,1
가격문의요!,0
가격알려주세요,0
오 이번꺼 진짜 유난히 이쁘다,1
@내남친 보고 있으면 이대로만 입어줘,1
😮,1
🍳,1
🙏,1
어머어머 이런 스포티한 룩 넘 좋어!,1
바지핏 완전 예술인데요?!😍❤️ 탐난다 이거🫢✨,1
바지도 이쁘고 위에 탑도 너무 이쁜데욤 🙌🙌,1
팬츠 완전 맛도리네요 😍,1
바지핏 너무 좋네요👏,1
확실히 기대되는 가을입니다,1
😍😍,1
오 오버핏으로 입으니 더 어깨가 태평양됫어요😮😮😮,1
🔥🔥🔥💯💯💯,1
혼자 잘 찍노,1
Cute 💙🔥,1
❤️❤️❤️❤️❤️❤️❤️,1
안녕하세요! 피드 잘 보고 갑니다,1
🔥,1
✈️,1
뒷태가 더 예술인 ❤️,1
❤❤❤❤❤❤❤♥♥♥♥♥💋💋💋💋💋💋😍😍😍😍😍💖💖💖💖💖💖🔥🔥🔥🔥😘😘😘😘😘,1
와~ 누나가 워낙 이쁘시니 뒷배경도 👍👍👏 화보이십니다😍😍,1
바다색뭐야... 강원도 회색이었는뎅 ㅠㅠ,1
good morning,1
모델.배경다 멋있고 아름다워요 😍 💕 🌸 💖 💗 😘 😍,1
여행 좋죠 넘 부러워요 ^^,1
화보 👍,1
😍💕😍💕😍💕(데리우스),1
모델도 아름다움에 한몫 했다아~ㅋ,1
👏👏👏,1
😍❤️😍❤️😍❤️😍❤️😍❤️,1
✨️💓💓💓💓💓💓💓✨️,1
티셔츠 애기옷인가요 ..?,1
카리나 폼 미칫다,1
누나너무이뻐요,1
윈터폼 미칬네🙊,1
🔥,1
이 사진 보내기👉,1
크 클럽은 못참죠💪🏾🔥,1
ㅋㅋㅋㅋ화이팅👏👏,1
안녕하세요~ 반가워요!,1
.,1
.,1
Wow❤️dm  5Ⓜ️,1
미치겠다…. 첫번째 사진 진짜 제 스타일이에요,1
ㅋㅋㅋㅋㅋ 아 ㅠㅠㅠ 왜바꿧서ㅠㅠ,1
🌙,1
웅 왓서 💛,1
🌀,1
🔥🔥🔥,1
"요로코롬 오버한 바지가 잘 어울리신다,,,저도 한 번 트라이😮😮",1
"바지핏도 최고 ,,👍🏻",1
최고..👍👍,1
블루 러버구나! 나돈뎅 ㅎㅅㅎ💙,1
Daddy is handsome 😎 attractive 🤩 and perfect 😚 I am so proud of you 😌 I wish you happiness always and forever 🤲 I love you so much 🙆🏻‍♀️🫂,1
💚💓💚💓💚💓💚💓💚💓😍😍😍🇧🇷🇧🇷,1
💚,1
"존잘 모습에 귀여움 추가하면 반칙 아닌가요,,😒✨",1
스타일 멋지십니다:),1
왜 귀엽냐구요? 모델이 찰떡으로 소화하니깐요,1
❤️❤️❤️❤️❤️ Beautiful  love,1
You look amazing 🔥,1
이 코디 너무 좋아요...🥺💚,1
handsome💝🫠,1
ㄴㄱㄱㅇㅇㄱㅇㄴ?,1
❤️❤️😍😍,1
Love this type of outfit so much....😍,1
"도전하고싶게 만드는 코디다,,",1
you're so hot 🔥💘💍🙌,1
넘 수고해써용🙌🔥 굿밤 되세요🫡✨🎶💕,1
불금 하체로 땀을 쏙 빼셨네요!!!👏 140kg도 엄청 대단하세요.....🥺👍🏻✨,1
140kg를 혼자서 해내신 것부터 대단하신데요.. 👏계속해서 도전하며 매순간 함께 발전해보자구요!! 🔥🔥 고투님 이번 주말도 득근 행복주말 가봅시당 🫡,1
스쿼트도 벤치처럼 오를겁니다🔥🔥,1
140도 대단한거에욥🔥 다음엔 무적권 성공가보자구요🔥,1
다운펌의이미셧군요..전또 핫체하시고...키가작아졋단뜻이신줄..😮 .😑 남자들도 바쁜현생살이군요,1
행복운동 되셨나요? 🥳🥳🥳😘,1
핫체핫체! 고생하셨습니다! 140키로 어마어마한데용? 부상없이 안전하게 증량하실 수 있길 응원합니댜🔥,1
140도 대단하신걸요...! 큼큼.. 150 깔리셨으니 다음에 성공하실듯👀 오늘도 고생하셨어요!👏👏👏 행복한 주말 보내세요😆🔥🔥,1
고투더뻐킹스윙스.......😂,1
140 스퀏도 잘하시는건데!!!다음에는150 갱신하는 거 영상으로 찍우주세용~~!!!,1
와 140이라니..😂 저는 함부로 도전 못하겠던데요 👏 멋지십니다ㅎㅎ,1
저도오늘 핫체완료😎 140도 이미 너무 대단하신데요 고투님👍 한주도 수고하셨어요😆,1
앜ㅋㅋ 오늘 사진 의미까지 넘 재밌네요👍👍주말 즐겁게 보내세요🔥,1
도윤아~  중량 많이 늘었네 난 아직 그대로 유지어티니깐 천천히 안전득근해💪 다치치말고👍,1
🏷,1
🏷,1
✨,1
🔥,1
흰색 .. 예쁜데,1
르세라핌가틈,1
🤍,1
🚪,1
카고Bazee,1
님 서타일..,1
이분 무채색 맛나네요 츄릅🫠,1
기온이 영상권…! 얼른 대비해봅시다🔥,1
"안녕하세요! 건장한체격 키작은남자 쇼핑몰 ‘베르민’입니다!.🔥모델 사이즈 : 172cm 72kg- 모든 제품문의는 이쪽으로 DM부탁드립니다!, 감사합니다☺️",1
이거 보세여,1
이거 보세여,1
너 아니니,1
ya bu kadar olmaz bak yeter bi ıara ne bu ne gelicm neler olucK niye üz,1
첫사진 상의 아이보리는 언제 오픈되나영~?,1
컬러는 어떤거 나오나용~?,1
색상은 어떤색상 나오나용😀,1
조셉 숄 블랙이랑 카프 핀턱 뉴버전 착장 컷 보고 싶어용😍,1
🔗,1
사진속의 팬츠는 오리지널인가요? 촤르르~유연한 핏이 더좋은데..오리지널도 구매가능한가요?^^,1
아 😮 기다렸다 뉴로 사볼까요..?🤭,1
같이 코디된 블랙 니트?도 같이 올라오나요?,1
한번에 좀 같이 올려주세요 ㅎㅎ,1
1번사진의 베이지 니트도 궁금합니다,1
넘이뻐요 기장만 너무 안길었으면 좋겠어요,1
넘이뻐요 기장만 너무 안길었으면 좋겠어요,1
팬츠 상세컷 부탁해요 총기장과 싸이즈 알고싶어요,1
❤️,1
모든 문의는 이쪽으로 주시면 됩니다 💛,1
감사합니다 ㅎㅎㅎ🙌🙌,1
죄다 8부바지여 모슨,1
감사합니다 모든문의 DM주세용😊,1
대박나세요🔥,1
모자&신발 센스🔥,1
크 셔츠 너무 이쁜데여👏,1
보기는 너무 예쁜데 많이 더우셨나요!?😂😂,1
미스 하니까 내일 믹스매치 코디 가시죠🤣,1
코디 디테일까지 완벽하시네요👍🏻,1
전 오늘 롱슬리브 입었다가 대후회했습니다.. 하아...,1
셔츠 이쁘네용,1
도무지 시원해지지를 않는 날씨..,1
👖,1
🔥,1
🔥,1
무드 찢었다..,1
가을 코디 벌써부터 기대되네요!!!!🔥🔥🔥,1
아니 안 덥나?,1
catcetcack,1
바람막이 코디 인가요?,1
역시.. 갬성쓰🔥,1
.,1
어덜트는 키 몇센치까지 입을수 있을까요?? 180넘는 아빠들은 못입을까요??,1
정사이즈로  주문하면 되나요?? 키 126  몸무게26  수아비 2xl입고있어요 기본핏 으로 문의드려요,1
❤️,1
❤️,1
-,1
POLO SHIRTS,1
.,1
모나미코디는 진짜 언제나 이쁘네여😍 아직 무더위 심해요 건강조심 입니다,1
흰검 깔끔해요❤️,1
👏,1
over-fit hoodie,1
Short-sleeved shirt with a cat,1
-,1
부지런하이 올리네🔥❤️,1
색감 너무이뻐용😍,1
🔥,1
👇🏻,1
🛍,1
"대표님, 안녕하세요^^디엠확인 부탁드립니다 ☺",1
🤍,1
헐 이 바캉스 느낌 나는 코디 최고에요😆,1
아우---예뿌웅❤️,1
바캉스룩 너무 청량해 연재 💙,1
💫,1
진짜 피지컬부터 대박이다😍,1
화..화보다..😍🔥🙌🙌,1
코디 너무 이쁘네요👍🏻 특히 셔츠색 찰떡이십니다,1
와 룩 완벽이다..,1
여름코디 정석!!🔥,1
크… 스타일링 죽이네요,1
시원한 바캉스룩 느낌 너무 이뻐요🔥,1
오우 프랜치시크👏,1
시그니처 바지 진짜 편안하던데 🫶🫶,1
배경이랑 찰떡이네요 화보🔥🔥,1
🧸,1
마음도 빨갛나요?,1
❤️,1
Wow ❤️,1
좋반해요!,1
🧡,1
🥨,1
선글라스 이뻐요 형😎,1
오🔥,1
🎰,1
🎰,1
street denim jean,1
BLOESOME BINTAGE SWEAT SHIRT,1
👇🏻,1
색조합 너무 예뻐요! 🤎,1
👏,1
코디 컬러 매치가 너무 좋네요ㅎㅎ👍🏻,1
champion wind break,1
힙하게 잘어울리쟈나요..😍,1
저도 요즘 머릿결 답 없는데😢 머릿결 상하면 정말 스트레스 받아요😭😭 그나저나 보드레님은 오늘도 반에이크 모델🩵 코디 힙하고 넘 예뻐요😍,1
기승전 팬츠네용ㅋㅋㅋㅋㅋ요즘 같은 날씨에 시원하고 편하게 입기 딱 좋겠습니당😆✨,1
이번 힙하면서도 귀여운 코디 넘 매력적이에요💚 배경들과의 조합도 너무너무 좋구 헤어스타일까지 완벽한걸요⭐️,1
꽁냥님 매번 스타일링 너무 예뻐요 !! ❤️,1
사진으로만 봐도 소재가 시원해 보여요😍여행갈때 입어도 딱 좋을 거 같아요❤️❤️,1
꺄 키치한느낌 가아득 오늘도 너무이쁘시잖아요😍,1
팬츠 핏 정말예뻐요👍👍살랑살랑해 보여용.저도 머릿결때매 요즘걱정이요ㅜㅜ,1
"팬츠 시원해 보이고, 넘 편할 것 같아요💚💚",1
매번 너무 힙하고 이뿌셔요❤️ 탈색모 잘어울리시구요,1
역시 스타일 넘 매력적이세요❤️,1
오늘 힙하면서도 예쁜 코디🤍🤍 근데 머리 어찌저리 예쁘게 땋으셨어요 금손...!!!!,1
확시리 좀 다크 브라운으로 색 한번 바꿔봐요 분명 여쿨 뮤트 톤인뎅 🩵🩵뿌염 정말 저도 너무 흑발은 싫어서 뿌염 넘넘 싫다는 ㅠㅠ 😭,1
요날 코디 완내스라구효>.< 보드레님 헤어컬러까지 아주기냥 팅커벨재질..🧚🏻🫶🏻⭐️,1
오늘 핏 너무 좋고 힙해요 공듀❤️‍🔥,1
🫧,1
WIND BREAK,1
코디 매치가 너무 좋은데요? 꿀조합👍🏻,1
🔥,1
좋은 피드 잘 보았습니다,1
🏖️,1
크롭셔츠는 언제 업뎃 될까요??,1
이미지 속 태그를 눌러 상품을 확인해 보세요🫶🏻,1
태양을 피하고싶었어?,1
요런 미니멀한 셋업 너무 취향저격입니다💫,1
셋업은 못참져🔥🙌,1
셋업 이뿌다앙😍,1
"셋업 컬러도 예쁘고 준서님 핏까지 완벽한,, 가을 미리보기 코디✨",1
가을오면 일주일에 세번은 입어야할 코디😍,1
다시 돌아온 깐머😎,1
워 멋진 셋업😍😍,1
더워도 셋업은 못참지🙌👏,1
색 너무 이뻐요 옷 ㅠㅠㅠ❤️❤️❤️대박,1
완전 멋잇자나요😍,1
더워도 강한남자,1
매스노운 잘한다..,1
이제 셋업 준비 시작해야죠 😍,1
👏,1
오 언니멋져 👏👏 공장있어서 난 캐쥬얼할라는데 아직 실행불가,1
꿈👍🏻👍🏻👍🏻모녀룩예약이용💛,1
이쁜홈웨어😍 넘 기대되여♡,1
헐 멋쪄!!!!!!!!!! 애기꺼랑 커플룩 기대할겡!,1
🧸,1
오 멋찜👏,1
내꺼도,1
오우👏👏👏👏👏,1
(남여공용) 루즈핏  레터링 커플 반팔 셔츠,1
💌,1
❤️,1
AILICE T-SHIRT,1
JOYPAD T-SHIRT,1
😍,1
셔츠 멋지네요🔥🔥,1
하와이안 셔츠도 넘 잘 어울리시네요🥹✨,1
남산 구경하러 가고싶네요🙌🙌,1
남방 넘 이뿌요!!🔥🔥,1
크... 하와이안셔츠 남자의 자신감이죠,1
🔥🔥🔥,1
👏,1
🙌,1
넹,1
체형 참고하도록,1
👏,1
오빠는 마지막,1
와이드핏이라구요?,1
ㅋㅋ좋은정보,1
스트레이트 핏,1
❤️,1
3번째부터 안보인당,1
Cute 🧸🌸,1
Yes,1
", 😎🖤😍",1
당신은 너무 잘 생긴입니다😍,1
👏👏🖤,1
❤️❤️❤️❤️,1
😊,1
❤️❤️,1
Woowwowowowo💥💥💥,1
Cute😍😍,1
근데 키가 몇시야?,1
🖤🖤🖤🖤🖤🖤🖤✨,1
스트핏마저 천재셨구나..,1
🔥🔥,1
❤️❤️,1
the pants! the accessories!,1
❤️❤️,1
パンツはどこのでしょうか？,1
画質が上がってる気がする？？🙌,1
スラックスはどこのものでしょうか？？🤔,1
아스타일 넘이브다,1
오 옷이 너무 이뻐여❤️,1
너무 심블하고 데일리하네요😍,1
쌀쌀해지는 가을에서 겨울까지 입을수 있겠어요,1
🔥,1
이거 미니크로스백 어디껀지 알 수 있을까요??,1
너무 깔끔합니다 😆👍,1
핏이 다하신✨,1
코디 이뻐요 😍,1
이쁘네요..,1
포인트로 주기너무좋은거같네요😍😍,1
ㅠ이거 안이 너무 비쳐서 부끄러워요,1
So clean 😍,1
화이트에 블랙포인트들!! 🤭🤭👍🏻,1
"신발로 포인트까지,,👍🏻👍🏻",1
pants🤍,1
얼만가요???,1
넘 예쁜 코디😍,1
👉,1
멋지시네용🙌,1
집에 빨리.기어들어가라ㅋㅋ비온다 ㅋㅋㅋㅋ,1
좀 이쁘긴 해,1
첫 번째 메롱 사진 혀 떨어질 거 같은데여,1
팬이요,1
🥀,1
Look drunk 😂👌,1
"헐 코디 힙하고 멋지고 다하잖아용😮🔥 핏, 비율까지 다 완벽합니다❤️",1
동굴룩인가요?! 가현님 비율이 좋아서 역시 핏 좋아요!!😍,1
우앗~ 이 바지 실루엣 넘 이쁜데요!! 플리츠 핀턱까지 너무 이뿌게 들어갔....,1
팬츠핏 너무 예뻐요🔥,1
힙한데요 정말🔥,1
힙한 코디 넘 잘어울리세요🫶팬츠가 매력적이네요😊,1
동굴에서 이런 무드를🤩🤩,1
우왕 분위기있는 요런 스타일 너무 즇네요😍,1
코디 오늘도 멋지군요😍🔥🙌🙌,1
오오ㅏ 동굴안에 저런 장식같은게 걸려있는건가요☺️,1
보는 것만으로도 시원해지네요🤍,1
동굴 배경 신선하네요! 코디도 좋습니당 🔥,1
저두 요즘 사진을 못찍고 있는..🤣,1
뒤에 배경이랑 크롭티에 팬츠 색감이랑 디테일이 너무 취저에요😍😍,1
다른 사람 말고 우리 인님..인님 코디만 인스타에서 보고싶어요 😍,1
매장은 따로 없나요?,0
상의도 구입가능할까요?,1
👏,1
🍊,1
▪️,1
무드도 좋고 코디는 예쁘네용😮,1
최애팬츠인 이유가 있군여..!! 예뻐요,1
분위기 대박인데요 👍🏻✨,1
분위기 너무 좋네요!,1
태풍 조심하세요😂,1
깔끔 코디 넘 이뻐요 👏👏,1
아리따우신,1
자알생겼다 !,1
스트라이프 셔츠가 아주 포인트로 제격이네요😆🤍,1
믓쟁이 아부지 또 등장하셨다요👏👏👏👍,1
캬~ 소매 걷어올리고 출근하시는 뒷모습 정말 너무 멋지세요👏👏👏,1
👏👏👏,1
.,1
슬랙스 칼주름과 핏 최고. 더운데 오늘도 수고 많으셨어요😁,1
슬랙스에 더욱 잘어울리는 셔츠와 슈즈까지 있어서 더욱 워커웨어 느낌에 멋짐!이 같이 있는 코디라 더욱 좋은걸요!?😎,1
깔끔댄디룩에는 역시 네이비가 최고네요😄👍 셔츠 핏도 너무 이뻐요✨️✨️💫,1
크 클래식룩 너무 이쁘네요 😍 👍,1
슬랙스 핏이 진짜 예쁘네요🔥🔥,1
테이퍼드핏 슬랙스 너무 잘 어울려요!!😍,1
로퍼까지 완벽하내요🙌,1
깔끔🙌🙌,1
슬랙스 코디이뻐요 👏👏🔥,1
레더봄버자켓 넘 이쁜데요?😳👍 빨리 가을되서 입고 나가신거 보고싶어요😆🎉 바지핏도 넘 이쁘구 비율 최고에요✨️💫,1
봄버자켓 블랙이랑 브라운 전부 다 예쁜데여!? 핏도 멋지구 가격도 반값으루 저럄하게 겟하셨따니 가을코디 든든하시겠어요😆👍,1
원래 역시 역시즌으로 사야 지대로죠 🔥🔥,1
코디 좋고 너무 이쁘네요 👍,1
역시 쇼핑은 역시즌이 젤 합리적😆,1
자켓 너무 잘 매치하셨는데요!!!🔥,1
"캬,, 크롭한 디자인의 아우터가 대개 잘 어울리시는데요!!",1
FW를 준비하는 자세🔥🔥 너무 멋진 레더인데요😍,1
크!! 코디참 깔끔하게 멋깔납니다 😀,1
자켓 너무 멋집니다👏👏,1
자켓이랑 신발 찰떡이네요☺️👍,1
팬츠핏이 장난없네요 ㄷㄷ 소화력무엇!?,1
레더는 무조건 블랙이라 생각했는데 브라운도 너무 이쁘네요!! 🤎,1
.,1
코디 넘나 취향인것😍,1
💚,1
카키팬츠 무조건 챙겨두기 🔥🔥,1
팬츠 색감 완전 취향저격이에요 >_<,1
팬츠 색감도 이쁜데 깔끔한 핏까지 넘 매력적이네요!! 꾸안꾸 느낌으로 코디해주신 센스까지 완벽한걸요-!-!👍🏼⭐️,1
팬츠 색감도 예쁘고 핏도 좋으세요👍,1
"버킷햇도 잘어울려버리시는,,😍",1
팬츠 핏 너무 좋아요!! 코디 예쁘네요😍,1
오 카키 색감 진짜 예뻐요!!,1
테이퍼드 핏이 이렇게 매력적이엇나요😍😍,1
팬츠핏 되게 깔끔하고 이쁜데요😍,1
팬츠 귀여운데요👊,1
무심하게 롤업한것이 뽀인트😍👍,1
팬츠 핏 이쁘네요👏,1
팬츠색감 너무 좋으십니다🔥👏,1
🍃,1
"캬,, 요 팬츠 핏 대개 이쁘시다,, 핏이 너무 좋으셔서 그러신건가,,😍❤️",1
뒷밴딩 무조건🔥🔥,1
"오오😍 제가 딱 원하는 핏감,,🔥너무 이쁘네요👏👏",1
오오 요바지 카키컬러도 너무 이쁘네요! 동건님이 입어주시니 핏 깔끔하니 너무 좋고 자연스런 멋이 난달까요! 🤩✨✨,1
팬츠 색감이 넘넘 이뿐데요😍,1
팬츠색감 이쁘네요👏,1
"팬츠 기장감 넘 좋운 걸요 ,,,,😮",1
팬츠 넘 잘어울려요,1
바지 깔끔하니 이쁘네요🙌🙌🙌,1
ㅎㅎㅎ 완전 시원한 느낌의 룩입니다😍,1
크으~~ 팬츠 색감과 핏이 너무 좋습니다😍🔥🔥🔥,1
팬츠 이쁘네요🙌,1
코디 너무 이쁘네요😮,1
오 저는 이거 베이지 받았는데 너무 이뻐요💙💙,1
⛳,1
🏷,1
바지핏 너무 예뻐요🔥🔥 즐거운 주말 보내세요!,1
진짜 볼 때마다 남친룩 정석이신것 같아요 ㅠㅠ🔥 주말은 왜이리빨리지나가나요ㅠㅠㅠㅠ 오늘코디도 최곱니당🔥,1
저도 이런 테이퍼드 핏 데님에는 얄쌍한 로퍼나 더비가 좋더라구요😍 역시 봉봉님👍🏻👍🏻 흰청 조합은 말모☺️,1
데님 핏 넘 좋네요 ✨,1
크 오늘룩 넘 섹시한데요!! 반하고 갑니다😍😍,1
테이퍼드 핏도 찰떡같이 잘 어울리시고 모델이 다했다👏👏,1
캬 테이퍼드핏 저는 이제 불편해서 입을 엄두가 안나는😮,1
테이퍼드핏이랑 부츠 조합 너무 섹시한데요🖤🖤,1
데님 색상도 핏도 예쁘게 잘나왔네요~🔥,1
테이퍼드 핏 깔끔하고 매력있네요 🔥🔥,1
데님 컬러감 넘  이쁘네요🔥,1
봉봉님의 테이퍼드 핏 너무 멋져요🥹💙,1
핏 너무 좋다 ..🔥,1
이렇게 슬림한 핏감도 완전 매력적이죠🔥 피지컬이 워낙 좋으시니👍👍 단화랑 벨트까지 💯,1
.,1
.,1
좋아요 누르고 도망가여 :),1
좋아요 누르고 도망갑니당 :):),1
리바이스 550 정말 매력있어요. 🔥🔥🔥,1
🙌,1
🙌,1
상의 민소매 #브라크롭탑귀걸이 #볼링실버이어링가방 @zara신발 @birkenstock,1
늘 너무 멋져요......정말 멋져요ㅠㅠ,1
독일군은 진짜 유행안타고 언제든지 이쁜 아이템이네요!😆😆☔️,1
저 스니커즈를 독일군이라거 부르는군용ㅎㅎㅎ 색감조합이 너무 좋아서 입으면 깔끔하구 예쁠 것 같아요!!,1
독일군은 딱 데일리로 신기 너무좋죵🔥,1
요런 색감 딱조은데여!!!,1
스타일링 편안하고 멋스럽네요👏,1
깔꼼한 독일군 코디는 언제나 옳네요😍,1
크.. 독일군 너무 좋죠..!🔥,1
이런 스니커즈를 독일군이라고 하는군요😮😮🔥🔥 새로운걸 배워갑니다😉👍💖✨ 깔끔 코디 매칭이네요❤️❤️❤️,1
독일군 활용도 짱이죠🔥🔥,1
독일군 국룰이죠!!🤗,1
미니멀😍,1
여름엔 독일군이죠 ㅎㅎ 역시 뭘 좀 아시네용!!👍🏻👍🏻,1
깔끔룩에 역시 독일군이..❤️ 코디 조합 멋집니다😍,1
바지색감 넘 예쁘네요 신발이랑 잘어울려요👏,1
독일군 깔끔하니 너무 이쁘져🤎,1
#슬랙스 #테이퍼드핏 #슬랙스코디 #린넨슬랙스 #9부슬랙스,1
아키클래식 모델이네  ❤️😍 넘 이뻐서 언니도 사고싶네 ❤️❤️❤️❤️❤️,1
우와 저도 지금 홍천인데❤️❤️❤️ 흐흐 바지핏 넘 예쁘고 편해보이네요😍😍😍,1
꺄 룩이 귀욤귀욤 유치부 아이같아요 👍👍👍,1
지윤님 카누모델해도 되겠어요🤭강보니 빠지 가고 싶어지는데요😆,1
허리가 한줌이야…😮❤️,1
크~~분위기가 환상적이네요!!👏👏,1
왼전 편해보이는데? 😍,1
노좀 저으시나요?😮,0
♥,1
분발하자,1
이야 ㅋㅋㅋㅋ모델해도되겠어 ㅋㅋㅋㅋ,1
팬츠 이쁘네여 ㅎㅎ,1
데일리한 무드 너무 좋네요!,1
미니멀한 느낌 뿜뿜인걸요?!✨,1
"저도 이런 치노 잘 소화해보고 싶네요,, 한 번 찾아보고 사야하나!! 너무 예뻐요🔥",1
포즈 넘 귀여우시구 그린과 베이지 조합의 코디 예뻐용🙊🔥,1
ㅋㅋㅋ 여기서 왜 이러심까,1
ㅎㅎㅎ장꾸룩 코디 넘 예뿌요🔥,1
코다 색조합 완전 깔끔하고 이쁜데요💚🤍,1
색감 너무 예쁘잖아요💚🍀🍀,1
컬러감이 이뿌네용😮,1
팬츠 핏 예쁘네요 👍🏻👍🏻,1
